iter	Passed	Remaining
3515	69606	524306
3516	69626	524289
3517	69649	524289
3518	69671	524285
3519	69689	524257
3520	69710	524246
3521	69731	524234
3522	69751	524214
3523	69770	524187
3524	69785	524130
3525	69803	524104
3526	69822	524076
3527	69845	524078
3528	69867	524074
3529	69888	524063
3530	69907	524036
3531	69923	523988
3532	69962	524111
3533	69982	524099
3534	70003	524087
3535	70026	524086
3536	70047	524077
3537	70068	524068
3538	70091	524075
3539	70110	524046
3540	70132	524040
3541	70149	524003
3542	70172	524007
3543	70194	524006
3544	70222	524043
3545	70244	524041
3546	70270	524064
3547	70294	524081
3548	70315	524067
3549	70335	524049
3550	70356	524038
3551	70378	524031
3552	70400	524030
3553	70422	524028
3554	70444	524026
3555	70465	524015
3556	70485	523997
3557	70506	523980
3558	70526	523965
3559	70546	523944
3560	70566	523926
3561	70589	523928
3562	70607	523895
3563	70630	523900
3564	70652	523899
3565	70671	523875
3566	70691	523857
3567	70712	523842
3568	70733	523828
3569	70751	523797
3570	70776	523817
3571	70799	523819
3572	70820	523810
3573	70842	523808
3574	70866	523818
3575	70887	523805
3576	70909	523803
3577	70930	523791
3578	70950	523774
3579	70971	523764
3580	70992	523752
3581	71012	523735
3582	71035	523735
3583	71054	523710
3584	71074	523690
3585	71094	523673
3586	71116	523669
3587	71140	523682
3588	71159	523655
3589	71179	523638
3590	71200	523620
3591	71225	523640
3592	71246	523630
3593	71268	523623
3594	71289	523615
3595	71312	523621
3596	71337	523634
3597	71356	523613
3598	71377	523603
3599	71401	523610
3600	71421	523593
3601	71441	523576
3602	71462	523564
3603	71481	523537
3604	71507	523561
3605	71525	523530
3606	71546	523520
3607	71566	523498
3608	71586	523478
3609	71605	523455
3610	71624	523424
3611	71644	523407
3612	71666	523408
3613	71683	523367
3614	71705	523358
3615	71727	523353
3616	71748	523343
3617	71767	523319
3618	71789	523315
3619	71809	523296
3620	71829	523277
3621	71849	523260
3622	71872	523264
3623	71892	523243
3624	71913	523232
3625	71935	523227
3626	71951	523183
3627	71972	523169
3628	71993	523155
3629	72013	523141
3630	72033	523122
3631	72056	523120
3632	72077	523111
3633	72096	523086
3634	72116	523065
3635	72135	523042
3636	72155	523021
3637	72179	523030
3638	72199	523018
3639	72219	522996
3640	72240	522985
3641	72258	522949
3642	72276	522918
3643	72296	522899
3644	72317	522885
3645	72338	522873
3646	72361	522876
3647	72383	522878
3648	72407	522887
3649	72429	522881
3650	72449	522864
3651	72474	522879
3652	72496	522876
3653	72517	522864
3654	72535	522830
3655	72555	522815
3656	72578	522812
3657	72594	522770
3658	72612	522734
3659	72633	522723
3660	72656	522729
3661	72679	522731
3662	72700	522716
3663	72720	522697
3664	72741	522689
3665	72759	522657
3666	72781	522649
3667	72801	522633
3668	72819	522598
3669	72845	522619
3670	72866	522607
3671	72884	522576
3672	72906	522576
3673	72929	522572
3674	72949	522555
3675	72969	522540
3676	72988	522513
3677	73005	522473
3678	73023	522441
3679	73043	522417
3680	73063	522404
3681	73090	522432
3682	73120	522484
3683	73140	522469
3684	73158	522432
3685	73181	522438
3686	73207	522458
3687	73233	522486
3688	73251	522451
3689	73273	522444
3690	73295	522440
3691	73314	522414
3692	73332	522385
3693	73356	522388
3694	73378	522388
3695	73397	522363
3696	73418	522351
3697	73439	522339
3698	73460	522328
3699	73481	522311
3700	73502	522305
3701	73524	522295
3702	73544	522282
3703	73565	522268
3704	73584	522243
3705	73604	522222
3706	73625	522209
3707	73646	522200
3708	73666	522180
3709	73686	522163
3710	73705	522137
3711	73724	522106
3712	73743	522086
3713	73765	522080
3714	73786	522064
3715	73809	522067
3716	73826	522026
3717	73846	522007
3718	73866	521991
3719	73895	522033
3720	73914	522013
3721	73935	522001
3722	73954	521970
3723	73974	521955
3724	73993	521929
3725	74015	521921
3726	74037	521915
3727	74055	521888
3728	74076	521869
3729	74098	521870
3730	74120	521864
3731	74145	521882
3732	74168	521883
3733	74190	521873
3734	74210	521855
3735	74228	521825
3736	74252	521836
3737	74271	521804
3738	74289	521775
3739	74308	521749
3740	74327	521723
3741	74350	521725
3742	74369	521696
3743	74394	521714
3744	74421	521748
3745	74445	521751
3746	74468	521758
3747	74489	521747
3748	74508	521715
3749	74526	521686
3750	74549	521684
3751	74567	521653
3752	74588	521641
3753	74607	521619
3754	74626	521591
3755	74647	521579
3756	74669	521575
3757	74689	521555
3758	74709	521532
3759	74728	521507
3760	74748	521493
3761	74770	521486
3762	74794	521491
3763	74815	521481
3764	74837	521477
3765	74859	521474
3766	74881	521464
3767	74903	521465
3768	74924	521448
3769	74946	521445
3770	74964	521413
3771	74988	521419
3772	75007	521392
3773	75024	521352
3774	75044	521339
3775	75070	521361
3776	75090	521341
3777	75114	521345
3778	75140	521368
3779	75163	521373
3780	75187	521378
3781	75209	521372
3782	75234	521392
3783	75254	521374
3784	75274	521355
3785	75300	521374
3786	75318	521344
3787	75338	521322
3788	75361	521327
3789	75380	521300
3790	75403	521300
3791	75426	521302
3792	75445	521272
3793	75467	521271
3794	75489	521266
3795	75508	521236
3796	75529	521230
3797	75550	521216
3798	75570	521193
3799	75591	521181
3800	75613	521177
3801	75636	521176
3802	75656	521158
3803	75674	521127
3804	75692	521095
3805	75713	521083
3806	75735	521074
3807	75754	521052
3808	75773	521021
3809	75795	521020
3810	75818	521021
3811	75839	521008
3812	75860	520998
3813	75883	520995
3814	75902	520972
3815	75924	520968
3816	75946	520960
3817	75968	520955
3818	75989	520939
3819	76009	520923
3820	76033	520932
3821	76053	520909
3822	76072	520887
3823	76095	520885
3824	76119	520894
3825	76139	520876
3826	76163	520882
3827	76184	520871
3828	76202	520838
3829	76224	520837
3830	76250	520856
3831	76275	520871
3832	76295	520849
3833	76313	520816
3834	76331	520787
3835	76348	520746
3836	76367	520721
3837	76386	520690
3838	76403	520654
3839	76422	520626
3840	76441	520603
3841	76458	520565
3842	76477	520539
3843	76496	520508
3844	76514	520475
3845	76532	520441
3846	76550	520410
3847	76568	520379
3848	76584	520334
3849	76601	520296
3850	76619	520263
3851	76639	520241
3852	76658	520217
3853	76680	520209
3854	76700	520192
3855	76718	520160
3856	76737	520133
3857	76757	520110
3858	76776	520086
3859	76795	520057
3860	76817	520058
3861	76836	520027
3862	76854	519997
3863	76872	519962
3864	76890	519930
3865	76909	519906
3866	76929	519888
3867	76948	519861
3868	76966	519824
3869	76984	519797
3870	77002	519760
3871	77023	519748
3872	77042	519723
3873	77062	519701
3874	77081	519678
3875	77102	519664
3876	77125	519664
3877	77147	519661
3878	77166	519633
3879	77192	519653
3880	77215	519656
3881	77235	519636
3882	77255	519621
3883	77275	519601
3884	77297	519596
3885	77318	519580
3886	77335	519540
3887	77354	519518
3888	77376	519509
3889	77395	519485
3890	77415	519466
3891	77433	519434
3892	77452	519406
3893	77474	519399
3894	77492	519367
3895	77512	519352
3896	77532	519332
3897	77550	519299
3898	77571	519282
3899	77592	519271
3900	77609	519232
3901	77628	519209
3902	77647	519183
3903	77666	519158
3904	77687	519146
3905	77710	519145
3906	77732	519139
3907	77751	519114
3908	77773	519106
3909	77794	519092
3910	77812	519061
3911	77833	519050
3912	77851	519014
3913	77867	518969
3914	77885	518936
3915	77909	518943
3916	77929	518928
3917	77950	518912
3918	77968	518881
3919	77986	518852
3920	78003	518812
3921	78020	518771
3922	78038	518735
3923	78056	518705
3924	78079	518709
3925	78101	518702
3926	78120	518677
3927	78137	518636
3928	78155	518601
3929	78175	518587
3930	78197	518580
3931	78221	518585
3932	78246	518596
3933	78269	518602
3934	78288	518574
3935	78312	518581
3936	78336	518589
3937	78366	518633
3938	78388	518631
3939	78408	518610
3940	78429	518601
3941	78452	518600
3942	78471	518570
3943	78489	518542
3944	78510	518530
3945	78531	518511
3946	78551	518497
3947	78572	518482
3948	78591	518458
3949	78611	518440
3950	78632	518423
3951	78652	518404
3952	78672	518388
3953	78693	518372
3954	78712	518346
3955	78733	518333
3956	78752	518307
3957	78770	518277
3958	78788	518244
3959	78810	518238
3960	78834	518243
3961	78854	518228
3962	78873	518199
3963	78890	518164
3964	78918	518193
3965	78939	518181
3966	78959	518165
3967	78978	518137
3968	79000	518131
3969	79022	518127
3970	79045	518125
3971	79064	518098
3972	79084	518077
3973	79102	518050
3974	79121	518022
3975	79143	518016
3976	79164	518002
3977	79181	517961
3978	79217	518051
3979	79241	518055
3980	79267	518078
3981	79286	518049
3982	79303	518010
3983	79326	518014
3984	79355	518053
3985	79384	518090
3986	79404	518072
3987	79424	518050
3988	79445	518037
3989	79461	517994
3990	79497	518076
3991	79522	518090
3992	79546	518096
3993	79566	518081
3994	79587	518063
3995	79606	518036
3996	79624	518007
3997	79643	517984
3998	79662	517954
3999	79683	517942
4000	79704	517929
4001	79721	517889
4002	79740	517863
4003	79760	517844
4004	79778	517814
4005	79801	517815
4006	79819	517778
4007	79841	517777
4008	79860	517748
4009	79884	517755
4010	79907	517758
4011	79925	517724
4012	79947	517715
4013	79975	517746
4014	79994	517724
4015	80017	517721
4016	80034	517684
4017	80053	517660
4018	80074	517642
4019	80096	517637
4020	80119	517636
4021	80143	517646
4022	80161	517615
4023	80186	517622
4024	80207	517612
4025	80223	517569
4026	80242	517543
4027	80266	517550
4028	80284	517515
4029	80308	517522
4030	80328	517503
4031	80349	517486
4032	80370	517477
4033	80394	517480
4034	80414	517461
4035	80436	517453
4036	80458	517448
4037	80481	517448
4038	80503	517442
4039	80522	517419
4040	80545	517416
4041	80567	517409
4042	80590	517410
4043	80609	517386
4044	80633	517390
4045	80656	517387
4046	80678	517385
4047	80701	517379
4048	80723	517373
4049	80744	517364
4050	80767	517363
4051	80786	517337
4052	80805	517309
4053	80824	517284
4054	80844	517262
4055	80865	517250
4056	80884	517228
4057	80904	517208
4058	80924	517187
4059	80944	517168
4060	80965	517157
4061	80987	517147
4062	81010	517148
4063	81031	517135
4064	81053	517129
4065	81074	517117
4066	81094	517095
4067	81121	517117
4068	81140	517091
4069	81163	517093
4070	81190	517120
4071	81211	517102
4072	81232	517093
4073	81249	517054
4074	81267	517019
4075	81291	517029
4076	81318	517051
4077	81340	517047
4078	81359	517019
4079	81378	516991
4080	81395	516957
4081	81416	516941
4082	81443	516968
4083	81472	517000
4084	81498	517021
4085	81525	517044
4086	81545	517025
4087	81563	516994
4088	81588	517006
4089	81610	517000
4090	81628	516969
4091	81651	516964
4092	81671	516947
4093	81692	516936
4094	81711	516909
4095	81730	516883
4096	81754	516886
4097	81775	516872
4098	81797	516865
4099	81820	516863
4100	81843	516864
4101	81867	516867
4102	81886	516842
4103	81908	516836
4104	81930	516830
4105	81950	516810
4106	81970	516789
4107	81991	516779
4108	82012	516762
4109	82032	516743
4110	82055	516745
4111	82078	516742
4112	82110	516798
4113	82131	516786
4114	82153	516781
4115	82172	516755
4116	82191	516726
4117	82210	516702
4118	82231	516685
4119	82252	516675
4120	82275	516672
4121	82294	516645
4122	82315	516635
4123	82338	516633
4124	82358	516614
4125	82380	516604
4126	82401	516591
4127	82421	516569
4128	82440	516546
4129	82461	516529
4130	82481	516510
4131	82502	516502
4132	82528	516519
4133	82550	516507
4134	82570	516488
4135	82590	516467
4136	82610	516452
4137	82629	516424
4138	82649	516402
4139	82669	516386
4140	82688	516358
4141	82710	516353
4142	82729	516326
4143	82747	516294
4144	82764	516255
4145	82783	516228
4146	82802	516201
4147	82823	516187
4148	82845	516181
4149	82862	516146
4150	82884	516139
4151	82903	516111
4152	82929	516130
4153	82951	516120
4154	82984	516183
4155	83006	516174
4156	83032	516189
4157	83065	516251
4158	83087	516242
4159	83106	516220
4160	83124	516184
4161	83153	516223
4162	83169	516176
4163	83191	516167
4164	83213	516161
4165	83232	516140
4166	83251	516109
4167	83267	516067
4168	83286	516038
4169	83301	515987
4170	83318	515949
4171	83335	515914
4172	83350	515862
4173	83368	515832
4174	83388	515811
4175	83405	515773
4176	83421	515726
4177	83440	515701
4178	83455	515650
4179	83469	515595
4180	83485	515547
4181	83500	515499
4182	83515	515448
4183	83531	515404
4184	83546	515352
4185	83567	515342
4186	83589	515330
4187	83604	515282
4188	83621	515243
4189	83638	515205
4190	83656	515173
4191	83678	515166
4192	83696	515136
4193	83715	515106
4194	83731	515065
4195	83758	515088
4196	83777	515060
4197	83797	515040
4198	83814	515000
4199	83831	514963
4200	83848	514927
4201	83864	514884
4202	83886	514873
4203	83903	514838
4204	83922	514810
4205	83939	514770
4206	83957	514739
4207	83974	514704
4208	83994	514683
4209	84015	514672
4210	84032	514631
4211	84047	514583
4212	84064	514546
4213	84081	514506
4214	84105	514508
4215	84130	514519
4216	84145	514469
4217	84164	514445
4218	84190	514459
4219	84215	514469
4220	84234	514447
4221	84264	514485
4222	84279	514439
4223	84296	514399
4224	84313	514361
4225	84330	514321
4226	84345	514275
4227	84364	514245
4228	84385	514231
4229	84403	514205
4230	84435	514255
4231	84452	514219
4232	84471	514191
4233	84488	514155
4234	84504	514109
4235	84523	514083
4236	84540	514046
4237	84557	514010
4238	84575	513974
4239	84592	513940
4240	84610	513908
4241	84629	513884
4242	84648	513853
4243	84668	513836
4244	84686	513805
4245	84706	513782
4246	84721	513737
4247	84737	513693
4248	84755	513660
4249	84776	513646
4250	84798	513636
4251	84816	513607
4252	84833	513566
4253	84850	513528
4254	84874	513538
4255	84895	513523
4256	84918	513518
4257	84937	513497
4258	84954	513458
4259	84972	513422
4260	84992	513406
4261	85011	513379
4262	85026	513332
4263	85041	513281
4264	85057	513238
4265	85073	513193
4266	85097	513199
4267	85114	513157
4268	85130	513118
4269	85152	513109
4270	85174	513100
4271	85191	513060
4272	85210	513038
4273	85227	513000
4274	85245	512970
4275	85262	512933
4276	85283	512915
4277	85302	512889
4278	85320	512862
4279	85341	512846
4280	85363	512838
4281	85381	512806
4282	85401	512787
4283	85425	512793
4284	85444	512768
4285	85460	512724
4286	85478	512693
4287	85497	512667
4288	85516	512639
4289	85537	512623
4290	85557	512604
4291	85576	512579
4292	85593	512545
4293	85616	512539
4294	85634	512511
4295	85652	512476
4296	85672	512461
4297	85692	512442
4298	85708	512396
4299	85727	512369
4300	85746	512346
4301	85763	512311
4302	85780	512272
4303	85799	512246
4304	85816	512210
4305	85833	512171
4306	85852	512147
4307	85873	512131
4308	85889	512088
4309	85920	512136
4310	85940	512113
4311	85959	512087
4312	85977	512054
4313	85994	512018
4314	86016	512009
4315	86034	511981
4316	86052	511948
4317	86073	511934
4318	86093	511917
4319	86111	511885
4320	86130	511862
4321	86155	511869
4322	86171	511828
4323	86196	511839
4324	86215	511812
4325	86230	511762
4326	86245	511711
4327	86262	511677
4328	86279	511638
4329	86294	511591
4330	86310	511545
4331	86326	511502
4332	86343	511462
4333	86358	511416
4334	86375	511378
4335	86391	511334
4336	86406	511285
4337	86421	511236
4338	86436	511186
4339	86451	511141
4340	86466	511089
4341	86480	511035
4342	86495	510985
4343	86510	510939
4344	86525	510887
4345	86539	510836
4346	86555	510793
4347	86572	510756
4348	86592	510736
4349	86608	510689
4350	86624	510648
4351	86644	510629
4352	86661	510589
4353	86684	510591
4354	86699	510540
4355	86716	510504
4356	86734	510472
4357	86749	510425
4358	86769	510404
4359	86787	510372
4360	86807	510355
4361	86827	510337
4362	86848	510323
4363	86873	510331
4364	86890	510294
4365	86918	510324
4366	86944	510339
4367	86960	510293
4368	86975	510244
4369	86989	510192
4370	87007	510159
4371	87023	510121
4372	87045	510108
4373	87063	510079
4374	87078	510032
4375	87094	509989
4376	87116	509980
4377	87131	509931
4378	87146	509886
4379	87163	509847
4380	87181	509814
4381	87200	509789
4382	87218	509758
4383	87234	509717
4384	87250	509675
4385	87267	509637
4386	87284	509601
4387	87300	509556
4388	87320	509536
4389	87336	509496
4390	87352	509456
4391	87368	509412
4392	87386	509382
4393	87402	509337
4394	87422	509316
4395	87437	509266
4396	87453	509227
4397	87475	509221
4398	87498	509216
4399	87519	509205
4400	87539	509187
4401	87557	509153
4402	87577	509135
4403	87598	509119
4404	87617	509094
4405	87633	509051
4406	87648	509006
4407	87668	508985
4408	87688	508965
4409	87707	508943
4410	87728	508926
4411	87748	508907
4412	87766	508878
4413	87785	508852
4414	87805	508833
4415	87824	508812
4416	87843	508785
4417	87863	508764
4418	87882	508742
4419	87905	508741
4420	87925	508720
4421	87944	508693
4422	87963	508670
4423	87980	508631
4424	87996	508591
4425	88018	508583
4426	88035	508544
4427	88055	508525
4428	88075	508506
4429	88097	508497
4430	88114	508464
4431	88133	508439
4432	88153	508415
4433	88172	508392
4434	88193	508382
4435	88212	508354
4436	88235	508352
4437	88253	508324
4438	88274	508311
4439	88292	508277
4440	88311	508255
4441	88329	508222
4442	88372	508335
4443	88391	508310
4444	88409	508280
4445	88431	508272
4446	88449	508244
4447	88467	508209
4448	88489	508200
4449	88506	508166
4450	88528	508156
4451	88555	508181
4452	88573	508146
4453	88590	508111
4454	88613	508108
4455	88631	508078
4456	88651	508058
4457	88673	508051
4458	88689	508010
4459	88705	507970
4460	88722	507929
4461	88739	507894
4462	88762	507894
4463	88782	507875
4464	88798	507829
4465	88814	507792
4466	88831	507752
4467	88850	507729
4468	88869	507704
4469	88887	507674
4470	88903	507628
4471	88919	507587
4472	88935	507547
4473	88954	507519
4474	88974	507500
4475	88992	507473
4476	89008	507430
4477	89028	507410
4478	89045	507372
4479	89062	507340
4480	89078	507297
4481	89093	507246
4482	89108	507203
4483	89134	507215
4484	89152	507186
4485	89178	507197
4486	89195	507161
4487	89217	507158
4488	89238	507144
4489	89253	507094
4490	89270	507057
4491	89293	507056
4492	89310	507018
4493	89328	506988
4494	89344	506947
4495	89369	506957
4496	89385	506916
4497	89401	506873
4498	89419	506842
4499	89436	506805
4500	89454	506774
4501	89473	506753
4502	89494	506738
4503	89511	506699
4504	89526	506657
4505	89544	506624
4506	89561	506590
4507	89579	506555
4508	89597	506526
4509	89613	506484
4510	89634	506469
4511	89653	506447
4512	89676	506444
4513	89694	506412
4514	89712	506381
4515	89730	506354
4516	89748	506325
4517	89764	506284
4518	89780	506240
4519	89797	506205
4520	89815	506173
4521	89838	506168
4522	89861	506167
4523	89878	506133
4524	89901	506131
4525	89918	506097
4526	89934	506055
4527	89951	506015
4528	89972	506002
4529	89995	506003
4530	90019	506003
4531	90038	505979
4532	90060	505973
4533	90081	505957
4534	90099	505929
4535	90124	505934
4536	90147	505934
4537	90167	505917
4538	90186	505888
4539	90208	505883
4540	90225	505848
4541	90246	505830
4542	90263	505794
4543	90283	505780
4544	90306	505776
4545	90323	505738
4546	90357	505798
4547	90375	505770
4548	90401	505782
4549	90420	505757
4550	90440	505738
4551	90458	505710
4552	90481	505704
4553	90499	505677
4554	90521	505668
4555	90540	505645
4556	90557	505608
4557	90577	505590
4558	90596	505565
4559	90613	505530
4560	90633	505507
4561	90650	505471
4562	90668	505444
4563	90687	505418
4564	90704	505384
4565	90723	505357
4566	90742	505330
4567	90759	505297
4568	90778	505270
4569	90796	505241
4570	90813	505205
4571	90831	505173
4572	90848	505138
4573	90865	505106
4574	90887	505094
4575	90907	505078
4576	90927	505059
4577	90946	505032
4578	90966	505012
4579	90986	504993
4580	91004	504966
4581	91025	504948
4582	91044	504925
4583	91064	504905
4584	91083	504880
4585	91101	504854
4586	91120	504829
4587	91140	504806
4588	91159	504783
4589	91178	504758
4590	91196	504731
4591	91215	504703
4592	91234	504677
4593	91254	504659
4594	91273	504634
4595	91291	504607
4596	91309	504573
4597	91326	504539
4598	91344	504507
4599	91359	504464
4600	91379	504443
4601	91397	504415
4602	91413	504374
4603	91431	504345
4604	91459	504365
4605	91481	504358
4606	91501	504338
4607	91517	504299
4608	91533	504260
4609	91550	504223
4610	91567	504188
4611	91591	504191
4612	91609	504159
4613	91633	504164
4614	91658	504169
4615	91680	504163
4616	91703	504159
4617	91723	504142
4618	91749	504155
4619	91774	504162
4620	91794	504145
4621	91820	504158
4622	91839	504135
4623	91864	504140
4624	91887	504137
4625	91913	504154
4626	91935	504144
4627	91958	504139
4628	91980	504134
4629	92005	504140
4630	92027	504134
4631	92050	504131
4632	92071	504118
4633	92091	504099
4634	92110	504071
4635	92128	504046
4636	92146	504015
4637	92165	503989
4638	92182	503955
4639	92202	503935
4640	92223	503920
4641	92241	503890
4642	92260	503867
4643	92279	503842
4644	92299	503820
4645	92318	503797
4646	92338	503777
4647	92356	503746
4648	92373	503715
4649	92394	503699
4650	92413	503676
4651	92438	503682
4652	92462	503684
4653	92487	503692
4654	92508	503677
4655	92531	503678
4656	92552	503660
4657	92572	503645
4658	92593	503627
4659	92612	503603
4660	92631	503578
4661	92651	503560
4662	92670	503539
4663	92688	503506
4664	92707	503483
4665	92727	503463
4666	92750	503460
4667	92773	503455
4668	92796	503454
4669	92817	503438
4670	92840	503435
4671	92859	503411
4672	92882	503412
4673	92902	503391
4674	92924	503379
4675	92949	503388
4676	92966	503357
4677	92991	503361
4678	93009	503335
4679	93035	503345
4680	93058	503345
4681	93081	503340
4682	93106	503346
4683	93125	503325
4684	93144	503299
4685	93165	503286
4686	93184	503258
4687	93206	503250
4688	93231	503258
4689	93252	503246
4690	93276	503245
4691	93294	503215
4692	93311	503183
4693	93335	503185
4694	93360	503192
4695	93389	503223
4696	93410	503208
4697	93428	503179
4698	93447	503154
4699	93466	503128
4700	93486	503109
4701	93509	503103
4702	93528	503082
4703	93554	503092
4704	93574	503077
4705	93600	503089
4706	93623	503085
4707	93650	503101
4708	93680	503137
4709	93699	503112
4710	93721	503106
4711	93742	503088
4712	93762	503071
4713	93782	503048
4714	93802	503033
4715	93823	503018
4716	93843	502998
4717	93863	502981
4718	93885	502969
4719	93907	502960
4720	93933	502972
4721	93956	502973
4722	93981	502979
4723	94000	502952
4724	94025	502961
4725	94053	502983
4726	94076	502982
4727	94094	502953
4728	94119	502959
4729	94136	502926
4730	94155	502900
4731	94171	502858
4732	94190	502835
4733	94213	502830
4734	94238	502835
4735	94261	502836
4736	94285	502834
4737	94305	502814
4738	94323	502785
4739	94342	502762
4740	94363	502745
4741	94380	502711
4742	94399	502687
4743	94430	502727
4744	94448	502696
4745	94468	502678
4746	94486	502649
4747	94504	502618
4748	94534	502650
4749	94552	502623
4750	94573	502605
4751	94590	502572
4752	94610	502552
4753	94628	502523
4754	94648	502504
4755	94667	502477
4756	94691	502478
4757	94715	502483
4758	94736	502468
4759	94755	502442
4760	94781	502452
4761	94803	502448
4762	94823	502428
4763	94845	502419
4764	94864	502391
4765	94890	502407
4766	94913	502401
4767	94940	502418
4768	94965	502428
4769	94987	502419
4770	95005	502388
4771	95022	502355
4772	95040	502324
4773	95058	502293
4774	95076	502263
4775	95096	502245
4776	95118	502234
4777	95136	502204
4778	95154	502173
4779	95175	502162
4780	95195	502141
4781	95219	502140
4782	95238	502115
4783	95263	502123
4784	95285	502117
4785	95309	502119
4786	95330	502101
4787	95351	502088
4788	95371	502071
4789	95392	502055
4790	95412	502034
4791	95430	502004
4792	95452	501994
4793	95470	501964
4794	95488	501939
4795	95505	501903
4796	95528	501897
4797	95551	501895
4798	95571	501874
4799	95590	501847
4800	95608	501821
4801	95628	501803
4802	95646	501768
4803	95665	501744
4804	95683	501714
4805	95703	501697
4806	95720	501661
4807	95737	501625
4808	95755	501595
4809	95772	501559
4810	95790	501533
4811	95808	501501
4812	95827	501476
4813	95848	501460
4814	95864	501419
4815	95881	501386
4816	95899	501355
4817	95919	501339
4818	95937	501310
4819	95956	501281
4820	95979	501279
4821	95996	501246
4822	96016	501227
4823	96037	501209
4824	96059	501201
4825	96081	501193
4826	96103	501185
4827	96123	501162
4828	96141	501134
4829	96164	501130
4830	96184	501112
4831	96203	501086
4832	96221	501054
4833	96238	501021
4834	96256	500994
4835	96276	500973
4836	96295	500945
4837	96313	500919
4838	96333	500896
4839	96352	500874
4840	96371	500847
4841	96389	500818
4842	96408	500792
4843	96427	500769
4844	96446	500747
4845	96469	500742
4846	96488	500718
4847	96506	500688
4848	96527	500672
4849	96548	500660
4850	96569	500642
4851	96588	500622
4852	96608	500600
4853	96629	500585
4854	96646	500552
4855	96665	500524
4856	96684	500502
4857	96703	500479
4858	96722	500452
4859	96742	500432
4860	96762	500413
4861	96781	500388
4862	96800	500363
4863	96818	500334
4864	96837	500311
4865	96856	500287
4866	96874	500258
4867	96893	500233
4868	96912	500205
4869	96932	500189
4870	96952	500167
4871	96971	500141
4872	96992	500128
4873	97011	500103
4874	97030	500081
4875	97051	500064
4876	97068	500030
4877	97086	500002
4878	97103	499965
4879	97120	499934
4880	97141	499915
4881	97158	499881
4882	97178	499861
4883	97196	499835
4884	97214	499804
4885	97233	499781
4886	97251	499751
4887	97270	499725
4888	97288	499694
4889	97306	499666
4890	97326	499648
4891	97345	499619
4892	97362	499585
4893	97383	499571
4894	97400	499537
4895	97420	499517
4896	97437	499484
4897	97456	499458
4898	97475	499435
4899	97493	499406
4900	97512	499381
4901	97530	499349
4902	97548	499320
4903	97565	499286
4904	97581	499247
4905	97604	499245
4906	97621	499209
4907	97639	499180
4908	97656	499143
4909	97673	499108
4910	97692	499083
4911	97713	499069
4912	97732	499045
4913	97749	499012
4914	97770	498999
4915	97788	498968
4916	97804	498927
4917	97822	498899
4918	97843	498882
4919	97864	498871
4920	97884	498851
4921	97902	498819
4922	97924	498809
4923	97940	498770
4924	97956	498732
4925	97973	498698
4926	97990	498664
4927	98006	498624
4928	98025	498599
4929	98042	498564
4930	98062	498547
4931	98083	498530
4932	98101	498503
4933	98119	498472
4934	98137	498441
4935	98156	498420
4936	98176	498398
4937	98195	498375
4938	98214	498349
4939	98233	498324
4940	98254	498312
4941	98273	498288
4942	98294	498273
4943	98318	498272
4944	98335	498242
4945	98354	498214
4946	98371	498180
4947	98390	498154
4948	98408	498126
4949	98427	498101
4950	98446	498079
4951	98465	498054
4952	98483	498024
4953	98501	497994
4954	98519	497963
4955	98536	497931
4956	98555	497904
4957	98574	497884
4958	98593	497856
4959	98612	497831
4960	98630	497803
4961	98648	497773
4962	98667	497749
4963	98687	497731
4964	98707	497712
4965	98727	497695
4966	98748	497678
4967	98768	497660
4968	98786	497632
4969	98805	497606
4970	98824	497583
4971	98849	497587
4972	98869	497566
4973	98887	497538
4974	98906	497512
4975	98925	497489
4976	98943	497461
4977	98962	497434
4978	98982	497419
4979	99004	497405
4980	99023	497382
4981	99041	497356
4982	99061	497333
4983	99079	497306
4984	99098	497280
4985	99116	497252
4986	99135	497230
4987	99153	497198
4988	99172	497173
4989	99190	497144
4990	99208	497116
4991	99226	497088
4992	99244	497058
4993	99263	497031
4994	99282	497008
4995	99299	496973
4996	99317	496944
4997	99335	496916
4998	99352	496882
4999	99370	496854
5000	99388	496824
5001	99407	496799
5002	99426	496773
5003	99444	496743
5004	99462	496716
5005	99481	496694
5006	99501	496670
5007	99520	496648
5008	99540	496631
5009	99559	496607
5010	99578	496579
5011	99596	496551
5012	99614	496523
5013	99634	496504
5014	99655	496487
5015	99673	496457
5016	99692	496433
5017	99710	496407
5018	99731	496390
5019	99749	496363
5020	99768	496341
5021	99789	496326
5022	99808	496301
5023	99827	496274
5024	99844	496243
5025	99863	496216
5026	99881	496190
5027	99902	496176
5028	99924	496166
5029	99942	496134
5030	99960	496107
5031	99982	496098
5032	100001	496073
5033	100019	496042
5034	100037	496012
5035	100057	495993
5036	100075	495966
5037	100092	495931
5038	100107	495887
5039	100122	495847
5040	100139	495810
5041	100157	495783
5042	100174	495746
5043	100191	495715
5044	100208	495681
5045	100226	495649
5046	100244	495620
5047	100260	495584
5048	100277	495548
5049	100299	495540
5050	100317	495508
5051	100337	495492
5052	100355	495459
5053	100372	495427
5054	100391	495402
5055	100409	495374
5056	100426	495338
5057	100447	495324
5058	100468	495310
5059	100486	495283
5060	100504	495256
5061	100522	495226
5062	100540	495194
5063	100561	495182
5064	100581	495163
5065	100600	495137
5066	100620	495121
5067	100639	495096
5068	100658	495070
