iter	Passed	Remaining
630	12882	599619
631	12903	599585
632	12921	599465
633	12942	599455
634	12965	599572
635	12988	599654
636	13008	599617
637	13026	599511
638	13048	599535
639	13078	599973
640	13096	599834
641	13115	599745
642	13137	599802
643	13162	600014
644	13188	600232
645	13213	600401
646	13238	600587
647	13261	600709
648	13282	600684
649	13301	600632
650	13322	600621
651	13343	600611
652	13364	600637
653	13383	600539
654	13401	600389
655	13421	600359
656	13442	600388
657	13462	600329
658	13483	600317
659	13508	600518
660	13532	600663
661	13551	600576
662	13573	600627
663	13598	600797
664	13617	600719
665	13642	600897
666	13662	600844
667	13684	600874
668	13703	600824
669	13725	600845
670	13748	600927
671	13773	601117
672	13790	600961
673	13809	600844
674	13831	600900
675	13854	600969
676	13871	600801
677	13894	600915
678	13911	600747
679	13933	600797
680	13957	600901
681	13976	600838
682	13997	600836
683	14019	600891
684	14040	600892
685	14063	600968
686	14082	600875
687	14104	600912
688	14123	600841
689	14144	600815
690	14163	600770
691	14184	600760
692	14205	600747
693	14225	600702
694	14246	600707
695	14268	600747
696	14286	600632
697	14306	600574
698	14326	600544
699	14354	600820
700	14375	600834
701	14397	600891
702	14418	600899
703	14438	600824
704	14456	600731
705	14477	600717
706	14497	600674
707	14515	600535
708	14535	600489
709	14557	600550
710	14576	600479
711	14601	600623
712	14619	600497
713	14638	600404
714	14658	600388
715	14676	600253
716	14697	600240
717	14719	600295
718	14740	600295
719	14763	600399
720	14787	600486
721	14806	600435
722	14825	600332
723	14845	600291
724	14863	600163
725	14882	600086
726	14900	599976
727	14922	600008
728	14940	599897
729	14962	599923
730	14987	600078
731	15006	600021
732	15023	599840
733	15043	599827
734	15063	599757
735	15086	599868
736	15108	599892
737	15127	599803
738	15146	599741
739	15163	599581
740	15185	599623
741	15204	599548
742	15226	599581
743	15246	599524
744	15266	599483
745	15288	599520
746	15309	599527
747	15339	599870
748	15358	599815
749	15376	599677
750	15391	599466
751	15409	599341
752	15427	599222
753	15451	599342
754	15476	599500
755	15500	599593
756	15527	599832
757	15551	599941
758	15571	599917
759	15592	599892
760	15620	600181
761	15641	600147
762	15660	600077
763	15681	600089
764	15698	599947
765	15724	600115
766	15743	600035
767	15764	600033
768	15783	599963
769	15802	599879
770	15823	599882
771	15845	599909
772	15867	599956
773	15892	600097
774	15911	600022
775	15935	600119
776	15954	600066
777	15976	600078
778	15994	599973
779	16012	599858
780	16032	599825
781	16052	599757
782	16072	599720
783	16092	599696
784	16110	599575
785	16129	599516
786	16150	599510
787	16170	599439
788	16186	599281
789	16205	599181
790	16224	599112
791	16240	598919
792	16258	598825
793	16276	598687
794	16294	598593
795	16316	598644
796	16338	598658
797	16357	598583
798	16378	598574
799	16397	598503
800	16418	598521
801	16438	598469
802	16456	598363
803	16483	598582
804	16502	598492
805	16523	598484
806	16547	598598
807	16563	598421
808	16583	598381
809	16601	598269
810	16624	598339
811	16645	598338
812	16667	598386
813	16692	598517
814	16714	598551
815	16733	598476
816	16755	598488
817	16772	598371
818	16791	598279
819	16812	598284
820	16832	598223
821	16854	598257
822	16876	598313
823	16895	598216
824	16915	598197
825	16936	598204
826	16962	598372
827	16984	598392
828	17003	598337
829	17021	598220
830	17042	598206
831	17062	598159
832	17084	598201
833	17103	598143
834	17125	598163
835	17146	598154
836	17165	598094
837	17183	597994
838	17204	597972
839	17225	597986
840	17249	598074
841	17268	597994
842	17288	597945
843	17312	598066
844	17331	597975
845	17356	598127
846	17379	598186
847	17401	598204
848	17426	598343
849	17446	598323
850	17466	598288
851	17487	598267
852	17511	598371
853	17530	598280
854	17550	598257
855	17571	598267
856	17590	598174
857	17612	598209
858	17634	598234
859	17652	598130
860	17670	598011
861	17689	597970
862	17715	598104
863	17734	598032
864	17754	597993
865	17777	598070
866	17797	598034
867	17818	598042
868	17842	598120
869	17860	598007
870	17881	598001
871	17900	597929
872	17920	597892
873	17941	597915
874	17960	597827
875	17982	597862
876	18004	597870
877	18027	597947
878	18046	597891
879	18063	597745
880	18083	597698
881	18104	597701
882	18125	597683
883	18144	597604
884	18165	597605
885	18185	597564
886	18204	597514
887	18227	597570
888	18246	597507
889	18268	597529
890	18286	597427
891	18309	597477
892	18331	597507
893	18349	597413
894	18367	597318
895	18388	597300
896	18410	597322
897	18428	597232
898	18449	597227
899	18471	597230
900	18492	597248
901	18514	597263
902	18536	597302
903	18558	597323
904	18580	597336
905	18601	597335
906	18624	597385
907	18644	597377
908	18665	597358
909	18686	597342
910	18706	597308
911	18730	597417
912	18751	597384
913	18772	597383
914	18791	597328
915	18811	597291
916	18829	597182
917	18850	597168
918	18873	597237
919	18893	597205
920	18911	597109
921	18933	597112
922	18951	597037
923	18972	597004
924	18992	596977
925	19010	596872
926	19031	596881
927	19048	596750
928	19070	596756
929	19088	596656
930	19123	597092
931	19144	597100
932	19164	597049
933	19187	597128
934	19210	597162
935	19233	597219
936	19252	597156
937	19276	597232
938	19296	597197
939	19322	597357
940	19350	597553
941	19368	597457
942	19386	597365
943	19406	597313
944	19425	597256
945	19448	597308
946	19470	597325
947	19494	597431
948	19512	597332
949	19535	597368
950	19556	597360
951	19577	597368
952	19600	597417
953	19621	597398
954	19640	597324
955	19662	597357
956	19685	597418
957	19711	597550
958	19735	597645
959	19758	597683
960	19779	597675
961	19806	597851
962	19827	597862
963	19846	597768
964	19864	597689
965	19889	597799
966	19908	597721
967	19925	597588
968	19945	597557
969	19964	597479
970	19981	597364
971	19998	597249
972	20017	597157
973	20040	597216
974	20060	597177
975	20081	597176
976	20106	597292
977	20125	597219
978	20144	597153
979	20167	597209
980	20188	597209
981	20206	597091
982	20226	597063
983	20245	596992
984	20264	596931
985	20285	596924
986	20308	596974
987	20333	597086
988	20357	597148
989	20377	597121
990	20396	597058
991	20414	596960
992	20433	596901
993	20452	596827
994	20470	596741
995	20490	596701
996	20512	596708
997	20532	596685
998	20558	596811
999	20584	596944
1000	20604	596924
1001	20629	597032
1002	20654	597116
1003	20677	597164
1004	20696	597113
1005	20715	597032
1006	20734	596967
1007	20754	596940
1008	20779	597042
1009	20800	597044
1010	20818	596953
1011	20838	596896
1012	20855	596785
1013	20876	596780
1014	20895	596700
1015	20913	596624
1016	20932	596554
1017	20949	596421
1018	20968	596354
1019	20988	596308
1020	21006	596227
1021	21024	596127
1022	21040	595986
1023	21057	595857
1024	21076	595790
1025	21092	595658
1026	21111	595588
1027	21127	595441
1028	21146	595365
1029	21164	595273
1030	21184	595241
1031	21208	595324
1032	21232	595385
1033	21256	595474
1034	21277	595464
1035	21301	595541
1036	21323	595553
1037	21349	595694
1038	21370	595669
1039	21385	595493
1040	21403	595407
1041	21424	595404
1042	21444	595380
1043	21463	595312
1044	21483	595271
1045	21501	595185
1046	21526	595288
1047	21543	595166
1048	21562	595109
1049	21583	595096
1050	21608	595181
1051	21627	595120
1052	21646	595052
1053	21667	595045
1054	21685	594976
1055	21712	595128
1056	21734	595130
1057	21759	595252
1058	21780	595221
1059	21804	595297
1060	21825	595287
1061	21851	595415
1062	21872	595415
1063	21893	595393
1064	21916	595447
1065	21936	595405
1066	21953	595294
1067	21973	595265
1068	21990	595137
1069	22005	594978
1070	22024	594909
1071	22048	594992
1072	22071	595023
1073	22096	595112
1074	22119	595179
1075	22138	595100
1076	22158	595077
1077	22176	594993
1078	22197	594969
1079	22220	595010
1080	22243	595057
1081	22266	595110
1082	22286	595060
1083	22305	595006
1084	22328	595055
1085	22350	595058
1086	22371	595055
1087	22388	594932
1088	22407	594882
1089	22426	594814
1090	22446	594771
1091	22466	594755
1092	22489	594777
1093	22510	594772
1094	22530	594753
1095	22550	594695
1096	22573	594750
1097	22597	594818
1098	22619	594836
1099	22642	594869
1100	22661	594817
1101	22682	594810
1102	22700	594731
1103	22718	594636
1104	22739	594622
1105	22764	594707
1106	22785	594696
1107	22806	594695
1108	22827	594698
1109	22848	594672
1110	22869	594673
1111	22891	594675
1112	22912	594673
1113	22934	594682
1114	22955	594678
1115	22976	594659
1116	22995	594602
1117	23015	594572
1118	23032	594452
1119	23050	594374
1120	23071	594374
1121	23097	594492
1122	23118	594470
1123	23134	594341
1124	23150	594189
1125	23167	594078
1126	23186	594012
1127	23209	594068
1128	23235	594180
1129	23257	594197
1130	23276	594144
1131	23302	594258
1132	23328	594370
1133	23349	594373
1134	23371	594389
1135	23390	594327
1136	23407	594211
1137	23423	594063
1138	23444	594045
1139	23467	594099
1140	23487	594070
1141	23507	594035
1142	23526	593978
1143	23543	593865
1144	23563	593829
1145	23583	593794
1146	23603	593759
1147	23624	593745
1148	23644	593707
1149	23663	593653
1150	23683	593607
1151	23702	593537
1152	23719	593452
1153	23741	593445
1154	23762	593445
1155	23782	593398
1156	23800	593325
1157	23817	593204
1158	23833	593086
1159	23850	592978
1160	23866	592847
1161	23884	592746
1162	23899	592605
1163	23917	592519
1164	23942	592591
1165	23963	592586
1166	23985	592607
1167	24004	592547
1168	24023	592490
1169	24039	592369
1170	24058	592300
1171	24076	592209
1172	24094	592127
1173	24111	592025
1174	24129	591939
1175	24151	591948
1176	24171	591931
1177	24188	591807
1178	24204	591691
1179	24225	591688
1180	24243	591596
1181	24260	591480
1182	24277	591375
1183	24292	591235
1184	24310	591144
1185	24328	591064
1186	24344	590939
1187	24363	590866
1188	24378	590717
1189	24397	590674
1190	24416	590618
1191	24435	590544
1192	24453	590469
1193	24470	590367
1194	24487	590255
1195	24503	590143
1196	24523	590094
1197	24540	589987
1198	24556	589868
1199	24573	589763
1200	24595	589790
1201	24616	589777
1202	24638	589787
1203	24663	589865
1204	24680	589769
1205	24698	589681
1206	24715	589589
1207	24734	589532
1208	24750	589417
1209	24768	589324
1210	24786	589242
1211	24804	589159
1212	24823	589124
1213	24842	589057
1214	24859	588954
1215	24877	588882
1216	24895	588788
1217	24912	588686
1218	24930	588606
1219	24947	588504
1220	24967	588482
1221	24982	588345
1222	25000	588263
1223	25017	588154
1224	25036	588094
1225	25055	588050
1226	25073	587973
1227	25090	587871
1228	25110	587846
1229	25132	587854
1230	25151	587805
1231	25168	587704
1232	25184	587576
1233	25202	587510
1234	25220	587419
1235	25240	587390
1236	25272	587632
1237	25290	587566
1238	25307	587455
1239	25328	587455
1240	25346	587374
1241	25363	587282
1242	25380	587178
1243	25398	587110
1244	25415	587007
1245	25432	586898
1246	25447	586771
1247	25464	586672
1248	25483	586614
1249	25501	586524
1250	25525	586587
1251	25549	586648
1252	25568	586608
1253	25587	586557
1254	25607	586519
1255	25626	586468
1256	25646	586433
1257	25664	586366
1258	25683	586319
1259	25702	586255
1260	25721	586205
1261	25742	586204
1262	25759	586112
1263	25780	586091
1264	25798	586014
1265	25818	585998
1266	25837	585935
1267	25856	585885
1268	25876	585855
1269	25895	585817
1270	25918	585838
1271	25939	585840
1272	25960	585825
1273	25979	585771
1274	25998	585723
1275	26018	585703
1276	26036	585633
1277	26054	585556
1278	26072	585472
1279	26091	585433
1280	26110	585372
1281	26128	585300
1282	26147	585248
1283	26167	585229
1284	26187	585188
1285	26206	585134
1286	26225	585083
1287	26244	585048
1288	26262	584967
1289	26280	584901
1290	26299	584852
1291	26319	584818
1292	26337	584737
1293	26354	584635
1294	26373	584602
1295	26391	584520
1296	26407	584416
1297	26424	584318
1298	26440	584204
1299	26457	584089
1300	26475	584029
1301	26493	583966
1302	26510	583853
1303	26526	583752
1304	26545	583698
1305	26563	583634
1306	26582	583584
1307	26606	583632
1308	26623	583535
1309	26641	583459
1310	26659	583388
1311	26676	583303
1312	26693	583209
1313	26711	583143
1314	26729	583067
1315	26748	583010
1316	26764	582902
1317	26780	582792
1318	26799	582741
1319	26815	582625
1320	26834	582579
1321	26858	582628
1322	26873	582508
1323	26890	582407
1324	26910	582374
1325	26927	582300
1326	26944	582210
1327	26962	582137
1328	26980	582054
1329	26998	581983
1330	27018	581973
1331	27039	581952
1332	27057	581893
1333	27076	581843
1334	27093	581754
1335	27113	581719
1336	27130	581632
1337	27146	581510
1338	27163	581419
1339	27181	581366
1340	27201	581334
1341	27220	581279
1342	27242	581312
1343	27262	581284
1344	27280	581210
1345	27299	581165
1346	27317	581084
1347	27335	581013
1348	27354	580968
1349	27373	580931
1350	27405	581145
1351	27422	581070
1352	27440	580996
1353	27457	580910
1354	27475	580834
1355	27495	580814
1356	27512	580723
1357	27529	580640
1358	27546	580553
1359	27565	580491
1360	27582	580414
1361	27602	580386
1362	27621	580330
1363	27639	580269
1364	27658	580216
1365	27677	580181
1366	27697	580158
1367	27716	580093
1368	27737	580093
1369	27759	580122
1370	27778	580061
1371	27796	579990
1372	27814	579939
1373	27834	579910
1374	27851	579821
1375	27870	579769
1376	27888	579711
1377	27908	579671
1378	27925	579591
1379	27943	579516
1380	27962	579474
1381	27979	579399
1382	27998	579341
1383	28015	579263
1384	28035	579224
1385	28053	579172
1386	28079	579267
1387	28097	579191
1388	28113	579097
1389	28133	579064
1390	28152	579010
1391	28169	578933
1392	28202	579175
1393	28228	579267
1394	28246	579207
1395	28266	579172
1396	28284	579104
1397	28302	579042
1398	28320	578980
1399	28338	578910
1400	28355	578822
1401	28374	578778
1402	28393	578744
1403	28415	578753
1404	28433	578690
1405	28451	578617
1406	28467	578520
1407	28487	578484
1408	28519	578706
1409	28536	578626
1410	28554	578566
1411	28584	578737
1412	28601	578644
1413	28619	578586
1414	28638	578541
1415	28658	578516
1416	28677	578461
1417	28694	578388
1418	28713	578345
1419	28733	578316
1420	28751	578242
1421	28770	578205
1422	28787	578114
1423	28811	578162
1424	28827	578071
1425	28846	578029
1426	28864	577962
1427	28881	577881
1428	28898	577787
1429	28916	577723
1430	28932	577621
1431	28949	577528
1432	28966	577446
1433	28985	577412
1434	29004	577358
1435	29023	577307
1436	29039	577218
1437	29057	577155
1438	29075	577089
1439	29093	577023
1440	29115	577030
1441	29134	577000
1442	29153	576951
1443	29170	576859
1444	29189	576815
1445	29208	576767
1446	29225	576691
1447	29242	576608
1448	29262	576594
1449	29281	576537
1450	29298	576468
1451	29315	576384
1452	29334	576333
1453	29351	576247
1454	29368	576168
1455	29389	576153
1456	29411	576181
1457	29428	576094
1458	29445	576004
1459	29462	575922
1460	29480	575877
1461	29500	575836
1462	29529	575995
1463	29547	575929
1464	29566	575884
1465	29582	575795
1466	29601	575751
1467	29619	575692
1468	29638	575648
1469	29658	575609
1470	29676	575554
1471	29694	575494
1472	29712	575424
1473	29730	575364
1474	29747	575285
1475	29768	575288
1476	29785	575208
1477	29803	575141
1478	29827	575183
1479	29844	575117
1480	29864	575086
1481	29881	574997
1482	29902	574995
1483	29926	575060
1484	29944	574999
1485	29962	574939
1486	29981	574882
1487	30000	574854
1488	30018	574784
1489	30036	574716
1490	30053	574651
1491	30070	574559
1492	30091	574562
1493	30110	574514
1494	30126	574421
1495	30145	574369
1496	30163	574313
1497	30181	574253
1498	30198	574175
1499	30214	574076
1500	30232	574018
1501	30250	573949
1502	30268	573888
1503	30285	573819
1504	30303	573746
1505	30325	573768
1506	30344	573727
1507	30363	573685
1508	30388	573748
1509	30405	573685
1510	30422	573601
1511	30446	573650
1512	30462	573556
1513	30479	573472
1514	30495	573384
1515	30514	573333
1516	30532	573273
1517	30552	573254
1518	30571	573202
1519	30590	573171
1520	30608	573117
1521	30628	573092
1522	30648	573062
1523	30666	572995
1524	30685	572969
1525	30704	572920
1526	30725	572910
1527	30744	572880
1528	30763	572841
1529	30782	572790
1530	30802	572765
1531	30821	572724
1532	30837	572642
1533	30856	572600
1534	30875	572560
1535	30898	572589
1536	30917	572546
1537	30936	572502
1538	30955	572468
1539	30974	572429
1540	30993	572390
1541	31014	572371
1542	31033	572332
1543	31053	572325
1544	31071	572264
1545	31091	572240
1546	31110	572196
1547	31130	572175
1548	31149	572139
1549	31168	572095
1550	31187	572058
1551	31205	571990
1552	31224	571954
1553	31245	571941
1554	31263	571885
1555	31284	571883
1556	31302	571826
1557	31321	571791
1558	31340	571752
1559	31355	571642
1560	31380	571695
1561	31397	571629
1562	31429	571832
1563	31446	571749
1564	31462	571650
1565	31481	571609
1566	31499	571545
1567	31515	571464
1568	31533	571400
1569	31551	571348
1570	31571	571327
1571	31592	571319
1572	31610	571263
1573	31628	571207
1574	31645	571134
1575	31665	571107
1576	31684	571058
1577	31699	570958
1578	31719	570929
1579	31735	570835
1580	31752	570768
1581	31769	570693
1582	31788	570651
1583	31805	570573
1584	31825	570545
1585	31845	570522
1586	31863	570468
1587	31882	570427
1588	31900	570376
1589	31920	570355
1590	31938	570295
1591	31955	570217
1592	31972	570144
1593	31990	570093
1594	32008	570028
1595	32026	569983
1596	32044	569913
1597	32063	569877
1598	32082	569834
1599	32099	569773
1600	32117	569706
1601	32136	569664
1602	32155	569627
1603	32174	569590
1604	32193	569557
1605	32213	569535
1606	32232	569493
1607	32250	569433
1608	32267	569362
1609	32284	569292
1610	32305	569283
1611	32324	569244
1612	32341	569168
1613	32359	569122
1614	32377	569053
1615	32395	569005
1616	32412	568923
1617	32429	568852
1618	32448	568825
1619	32464	568737
1620	32483	568692
1621	32502	568658
1622	32519	568584
1623	32541	568588
1624	32558	568519
1625	32574	568438
1626	32593	568397
1627	32612	568346
1628	32632	568327
1629	32651	568292
1630	32672	568300
1631	32694	568310
1632	32714	568290
1633	32732	568225
1634	32751	568188
1635	32783	568377
1636	32801	568331
1637	32835	568554
1638	32856	568535
1639	32885	568680
1640	32906	568668
1641	32922	568584
1642	32938	568500
1643	32955	568415
1644	32971	568330
1645	32987	568240
1646	33003	568147
1647	33019	568062
1648	33037	568001
1649	33055	567949
1650	33073	567892
1651	33091	567851
1652	33109	567790
1653	33128	567757
1654	33147	567721
1655	33165	567658
1656	33184	567624
1657	33200	567537
1658	33218	567483
1659	33236	567430
1660	33254	567363
1661	33273	567326
1662	33289	567246
1663	33306	567166
1664	33324	567123
1665	33344	567091
1666	33360	567002
1667	33378	566958
1668	33397	566914
