iter	RMSE	MAE
4710	7923.342129	4419.098667
4715	7923.303254	4419.037867
4720	7923.265206	4418.975467
4725	7923.223573	4418.9144
4730	7923.183595	4418.8536
4735	7923.144444	4418.793333
4740	7923.106119	4418.7328
4745	7923.065864	4418.673067
4750	7923.028091	4418.612533
4755	7922.986457	4418.551467
4760	7922.948132	4418.4912
4765	7922.907876	4418.430933
4770	7922.868448	4418.369867
4775	7922.829846	4418.309333
4780	7922.790693	4418.2488
4785	7922.750161	4418.187733
4790	7922.710456	4418.126667
4795	7922.670474	4418.0664
4800	7922.631872	4418.005333
4805	7922.592442	4417.9456
4810	7922.552736	4417.884267
4815	7922.513857	4417.824
4820	7922.474427	4417.763733
4825	7922.434169	4417.703467
4830	7922.395289	4417.643467
4835	7922.356134	4417.582667
4840	7922.316703	4417.5224
4845	7922.277547	4417.461867
4850	7922.236461	4417.4008
4855	7922.197856	4417.340267
4860	7922.159802	4417.2784
4865	7922.118716	4417.217867
4870	7922.078732	4417.157333
4875	7922.040678	4417.097067
4880	7922.002348	4417.037333
4885	7921.96126	4416.977067
4890	7921.921275	4416.916
4895	7921.881842	4416.855467
4900	7921.843235	4416.7944
4905	7921.80518	4416.733867
4910	7921.762989	4416.672533
4915	7921.72383	4416.612
4920	7921.684671	4416.551733
4925	7921.647167	4416.490933
4930	7921.607181	4416.430667
4935	7921.566367	4416.370133
4940	7921.527207	4416.3096
4945	7921.488323	4416.248533
4950	7921.448888	4416.189067
4955	7921.409452	4416.128533
4960	7921.36974	4416.0672
4965	7921.33058	4416.006667
4970	7921.290867	4415.946667
4975	7921.251707	4415.885867
4980	7921.211442	4415.825333
4985	7921.172557	4415.765067
4990	7921.133947	4415.704
4995	7921.095613	4415.643733
5000	7921.054796	4415.5824
5005	7921.013152	4415.5232
5010	7920.975645	4415.4624
5015	7920.935931	4415.4016
5020	7920.897871	4415.341067
5025	7920.857881	4415.279733
5030	7920.818718	4415.2192
5035	7920.777624	4415.157867
5040	7920.738185	4415.0984
5045	7920.699573	4415.038667
5050	7920.660961	4414.9768
5055	7920.620418	4414.916533
5060	7920.581805	4414.856267
5065	7920.54071	4414.795733
5070	7920.502925	4414.7352
5075	7920.462933	4414.674667
5080	7920.423492	4414.6152
5085	7920.385706	4414.554133
5090	7920.344886	4414.493333
5095	7920.304893	4414.432267
5100	7920.266003	4414.372
5105	7920.226285	4414.3112
5110	7920.187671	4414.250133
5115	7920.147677	4414.1888
5120	7920.107683	4414.129333
5125	7920.068516	4414.069067
5130	7920.031004	4414.0088
5135	7919.989355	4413.949333
5140	7919.950463	4413.889067
5145	7919.910744	4413.828
5150	7919.872404	4413.767467
5155	7919.83296	4413.706667
5160	7919.793241	4413.646133
5165	7919.753521	4413.584533
5170	7919.71518	4413.524
5175	7919.674632	4413.4632
5180	7919.636015	4413.402667
5185	7919.595467	4413.342667
5190	7919.555746	4413.283467
5195	7919.517955	4413.2224
5200	7919.479062	4413.162133
5205	7919.437409	4413.101867
5210	7919.398791	4413.040533
5215	7919.359345	4412.980533
5220	7919.320174	4412.9192
5225	7919.28128	4412.858933
5230	7919.24073	4412.798133
5235	7919.201835	4412.737333
5240	7919.162112	4412.677067
5245	7919.122664	4412.617333
5250	7919.083217	4412.557333
5255	7919.044873	4412.496533
5260	7919.005425	4412.435733
5265	7918.965701	4412.376
5270	7918.926253	4412.315733
5275	7918.885701	4412.2544
5280	7918.848459	4412.193867
5285	7918.807079	4412.1328
5290	7918.768734	4412.071733
5295	7918.729836	4412.0128
5300	7918.690111	4411.950933
5305	7918.649834	4411.890933
5310	7918.61066	4411.8296
5315	7918.571486	4411.769867
5320	7918.532588	4411.7088
5325	7918.493137	4411.649067
5330	7918.453411	4411.5888
5335	7918.414512	4411.528
5340	7918.375337	4411.466933
5345	7918.336161	4411.406133
5350	7918.295607	4411.346133
5355	7918.256707	4411.285333
5360	7918.216979	4411.2256
5365	7918.177803	4411.1648
5370	7918.137523	4411.105333
5375	7918.098899	4411.044267
5380	7918.058618	4410.983733
5385	7918.021373	4410.921867
5390	7917.981092	4410.861867
5395	7917.940811	4410.802133
5400	7917.901082	4410.74
5405	7917.863008	4410.679733
5410	7917.82383	4410.6192
5415	7917.785204	4410.56
5420	7917.743267	4410.4992
5425	7917.704089	4410.438933
5430	7917.666014	4410.3784
5435	7917.627111	4410.3168
5440	7917.586	4410.256
5445	7917.547097	4410.1968
5450	7917.508745	4410.136267
5455	7917.467359	4410.076
5460	7917.429007	4410.016
5465	7917.390378	4409.955733
5470	7917.350095	4409.8944
5475	7917.310638	4409.8336
5480	7917.271734	4409.7728
5485	7917.231725	4409.7128
5490	7917.19282	4409.651467
5495	7917.152259	4409.590667
5500	7917.11363	4409.530133
5505	7917.075	4409.4696
5510	7917.036095	4409.4096
5515	7916.994981	4409.349067
5520	7916.955523	4409.289067
5525	7916.916065	4409.228267
5530	7916.878814	4409.168
5535	7916.838803	4409.107733
5540	7916.798517	4409.046667
5545	7916.757954	4408.988267
5550	7916.719875	4408.926933
5555	7916.681243	4408.866667
5560	7916.642059	4408.805867
5565	7916.60122	4408.7448
5570	7916.562864	4408.684267
5575	7916.523679	4408.624
5580	7916.483115	4408.563467
5585	7916.443931	4408.502667
5590	7916.40585	4408.4424
5595	7916.366665	4408.3824
5600	7916.325548	4408.3224
5605	7916.28719	4408.2624
5610	7916.248004	4408.2016
5615	7916.208543	4408.140267
5620	7916.169357	4408.079733
5625	7916.129343	4408.018933
5630	7916.08988	4407.958133
5635	7916.05097	4407.897333
5640	7916.011783	4407.8376
5645	7915.971216	4407.777067
5650	7915.933685	4407.717067
5655	7915.893394	4407.657067
5660	7915.854206	4407.596267
5665	7915.814742	4407.535733
5670	7915.775554	4407.476
5675	7915.73609	4407.4144
5680	7915.69773	4407.3544
5685	7915.657161	4407.294133
5690	7915.617973	4407.233333
5695	7915.578784	4407.173867
5700	7915.539319	4407.1136
5705	7915.500129	4407.052533
5710	7915.45956	4406.991467
5715	7915.421198	4406.931467
5720	7915.381732	4406.870933
5725	7915.343094	4406.809867
5730	7915.3028	4406.748533
5735	7915.263885	4406.6888
5740	7915.223591	4406.628267
5745	7915.184952	4406.567733
5750	7915.146589	4406.5072
5755	7915.10657	4406.446133
5760	7915.065998	4406.386667
5765	7915.026807	4406.326133
5770	7914.988719	4406.2656
5775	7914.948699	4406.205333
5780	7914.910058	4406.145333
5785	7914.870866	4406.084
5790	7914.830017	4406.024267
5795	7914.790825	4405.9632
5800	7914.75246	4405.902933
5805	7914.712714	4405.842933
5810	7914.673797	4405.7832
5815	7914.634327	4405.7216
5820	7914.593477	4405.6616
5825	7914.554007	4405.600533
5830	7914.515917	4405.539733
5835	7914.476447	4405.4792
5840	7914.437804	4405.418133
5845	7914.396954	4405.358933
5850	7914.357759	4405.2992
5855	7914.318563	4405.238933
5860	7914.279368	4405.1784
5865	7914.241001	4405.118933
5870	7914.201805	4405.0576
5875	7914.161781	4404.997333
5880	7914.121205	4404.936533
5885	7914.083112	4404.876
5890	7914.043916	4404.8152
5895	7914.004167	4404.755733
5900	7913.96497	4404.694933
5905	7913.925497	4404.6344
5910	7913.886024	4404.5736
5915	7913.845998	4404.5136
5920	7913.807352	4404.452
5925	7913.767326	4404.392533
5930	7913.729509	4404.332533
5935	7913.688654	4404.271733
5940	7913.649456	4404.2112
5945	7913.610809	4404.150933
5950	7913.571886	4404.090667
5955	7913.532411	4404.0296
5960	7913.491003	4403.969067
5965	7913.453184	4403.908267
5970	7913.414813	4403.8488
5975	7913.375613	4403.788
5980	7913.334757	4403.7272
5985	7913.295556	4403.666667
5990	7913.257184	4403.606933
5995	7913.21826	4403.5464
6000	7913.177402	4403.485867
6005	7913.13903	4403.425867
6010	7913.100104	4403.3664
6015	7913.060351	4403.3064
6020	7913.020321	4403.245067
6025	7912.981119	4403.184
6030	7912.942746	4403.123733
6035	7912.902163	4403.062667
6040	7912.863237	4403.0024
6045	7912.824034	4402.941333
6050	7912.785108	4402.881067
6055	7912.746181	4402.820533
6060	7912.706701	4402.760267
6065	7912.666118	4402.7008
6070	7912.62719	4402.640533
6075	7912.589367	4402.579733
6080	7912.550163	4402.519733
6085	7912.510959	4402.458933
6090	7912.47065	4402.3984
6095	7912.430894	4402.337867
6100	7912.391965	4402.2768
6105	7912.35276	4402.217067
6110	7912.312174	4402.158133
6115	7912.275178	4402.098133
6120	7912.234868	4402.036267
6125	7912.196491	4401.976267
6130	7912.155628	4401.9152
6135	7912.11725	4401.8552
6140	7912.077492	4401.794933
6145	7912.038286	4401.734667
6150	7911.999907	4401.674133
6155	7911.960424	4401.6136
6160	7911.921493	4401.5536
6165	7911.880906	4401.493333
6170	7911.841422	4401.433067
6175	7911.801662	4401.3728
6180	7911.763007	4401.311733
6185	7911.725731	4401.2512
6190	7911.685419	4401.190133
6195	7911.64483	4401.130667
6200	7911.604241	4401.0704
6205	7911.566412	4401.010133
6210	7911.528584	4400.949333
6215	7911.489375	4400.888267
6220	7911.449061	4400.828267
6225	7911.408747	4400.7672
6230	7911.370918	4400.706933
6235	7911.330879	4400.6472
6240	7911.291393	4400.5864
6245	7911.251078	4400.525333
6250	7911.213525	4400.465867
6255	7911.173762	4400.4048
6260	7911.133998	4400.345067
6265	7911.096444	4400.285867
6270	7911.055024	4400.225333
6275	7911.016088	4400.164
6280	7910.977429	4400.104
6285	7910.939045	4400.0432
6290	7910.899281	4399.982667
6295	7910.859792	4399.922133
6300	7910.819752	4399.861067
6305	7910.781643	4399.800267
6310	7910.742154	4399.739467
6315	7910.702389	4399.68
6320	7910.662347	4399.62
6325	7910.623962	4399.5608
6330	7910.585577	4399.501067
6335	7910.546363	4399.440533
6340	7910.50494	4399.3792
6345	7910.466554	4399.3184
6350	7910.426787	4399.257867
6355	7910.390058	4399.197333
6360	7910.34891	4399.1368
6365	7910.308867	4399.077333
6370	7910.270204	4399.016533
6375	7910.230712	4398.955733
6380	7910.191773	4398.8952
6385	7910.152281	4398.835467
6390	7910.113065	4398.774933
6395	7910.074401	4398.7136
6400	7910.032975	4398.6536
6405	7909.994587	4398.594933
6410	7909.955647	4398.5336
6415	7909.917534	4398.473867
6420	7909.877212	4398.413867
6425	7909.838271	4398.353333
6430	7909.797673	4398.292267
6435	7909.75956	4398.231467
6440	7909.720066	4398.170933
6445	7909.683057	4398.1104
6450	7909.642182	4398.049867
6455	7909.602135	4397.989333
6460	7909.562087	4397.9296
6465	7909.523973	4397.869067
6470	7909.485306	4397.808267
6475	7909.445535	4397.746933
6480	7909.406039	4397.6872
6485	7909.367095	4397.626133
6490	7909.327323	4397.565867
6495	7909.288379	4397.5064
6500	7909.249435	4397.445067
6505	7909.209662	4397.385333
6510	7909.169613	4397.3248
6515	7909.131497	4397.263733
6520	7909.092276	4397.204533
6525	7909.052502	4397.144533
6530	7909.013005	4397.084533
6535	7908.973231	4397.024267
6540	7908.934561	4396.964
6545	7908.895063	4396.9032
6550	7908.856946	4396.8416
6555	7908.817447	4396.781067
6560	7908.777948	4396.7216
6565	7908.736792	4396.66
6570	7908.699226	4396.601067
6575	7908.659727	4396.541333
6580	7908.621056	4396.481333
6585	7908.58128	4396.420267
6590	7908.54178	4396.360267
6595	7908.500898	4396.298933
6600	7908.463331	4396.238667
6605	7908.423555	4396.177333
6610	7908.385435	4396.117333
6615	7908.345105	4396.056533
6620	7908.305328	4395.996267
6625	7908.266103	4395.936267
6630	7908.226877	4395.875467
6635	7908.189309	4395.8152
6640	7908.14815	4395.7552
6645	7908.108924	4395.694933
6650	7908.071355	4395.6352
6655	7908.031853	4395.5752
6660	7907.991797	4395.514667
6665	7907.952847	4395.454133
6670	7907.912515	4395.392533
6675	7907.873564	4395.333333
6680	7907.835718	4395.272
6685	7907.795386	4395.210933
6690	7907.755882	4395.150667
6695	7907.71693	4395.090933
6700	7907.677426	4395.030667
6705	7907.637645	4394.969867
6710	7907.598417	4394.909867
6715	7907.560017	4394.849067
6720	7907.520512	4394.7888
6725	7907.481006	4394.728
6730	7907.441224	4394.6688
6735	7907.402548	4394.608
6740	7907.363318	4394.546933
6745	7907.324088	4394.4864
6750	7907.283477	4394.426667
6755	7907.244799	4394.3664
6760	7907.206121	4394.306667
6765	7907.168272	4394.2456
6770	7907.126555	4394.185333
6775	7907.088152	4394.123733
6780	7907.048921	4394.064267
6785	7907.008861	4394.005333
6790	7906.969906	4393.944
6795	7906.930674	4393.8832
6800	7906.892271	4393.8224
6805	7906.851934	4393.762133
6810	7906.813806	4393.702133
6815	7906.772916	4393.642133
6820	7906.734788	4393.5824
6825	7906.695832	4393.521067
6830	7906.656322	4393.46
6835	7906.61626	4393.399733
6840	7906.578132	4393.339733
6845	7906.537793	4393.279733
6850	7906.499388	4393.220533
6855	7906.459877	4393.161067
6860	7906.420367	4393.100267
6865	7906.381132	4393.039467
6870	7906.342726	4392.978933
6875	7906.301557	4392.918133
6880	7906.263428	4392.8568
6885	7906.224192	4392.796533
6890	7906.186062	4392.736533
6895	7906.146826	4392.675467
6900	7906.105656	4392.614667
6905	7906.067249	4392.554667
6910	7906.028842	4392.4952
6915	7905.989329	4392.434933
6920	7905.950092	4392.3752
6925	7905.909198	4392.314933
6930	7905.87079	4392.254667
6935	7905.832105	4392.194133
6940	7905.793144	4392.133067
6945	7905.75363	4392.072533
6950	7905.714392	4392.011733
6955	7905.673773	4391.9512
6960	7905.635916	4391.8912
6965	7905.596125	4391.832
6970	7905.556886	4391.7712
6975	7905.518477	4391.710933
6980	7905.478685	4391.651467
6985	7905.439722	4391.590933
6990	7905.399654	4391.530667
6995	7905.360414	4391.469333
7000	7905.322556	4391.408533
7005	7905.281105	4391.347467
7010	7905.242142	4391.288533
7015	7905.204283	4391.228267
7020	7905.16449	4391.168267
7025	7905.125802	4391.108
7030	7905.085179	4391.047733
7035	7905.046491	4390.988
7040	7905.007802	4390.926933
7045	7904.968837	4390.8664
7050	7904.92849	4390.805067
7055	7904.889524	4390.746133
7060	7904.85194	4390.686133
7065	7904.809658	4390.6272
7070	7904.770968	4390.566133
7075	7904.733107	4390.505067
7080	7904.694141	4390.444267
7085	7904.654345	4390.383733
7090	7904.615378	4390.323733
7095	7904.574753	4390.262667
7100	7904.536338	4390.202933
7105	7904.497094	4390.1416
7110	7904.458679	4390.0816
7115	7904.418606	4390.0224
7120	7904.379638	4389.961867
7125	7904.340946	4389.900533
7130	7904.300596	4389.84
7135	7904.261074	4389.7792
7140	7904.222658	4389.718933
7145	7904.183689	4389.6592
7150	7904.144167	4389.598933
7155	7904.103539	4389.5384
7160	7904.065123	4389.478933
7165	7904.026705	4389.418667
7170	7903.987735	4389.358133
7175	7903.94766	4389.298933
7180	7903.908413	4389.238133
7185	7903.870548	4389.177333
7190	7903.830195	4389.117867
7195	7903.790948	4389.057067
7200	7903.7517	4388.9968
7205	7903.713005	4388.936267
7210	7903.673205	4388.874933
7215	7903.63368	4388.815467
7220	7903.594155	4388.754667
7225	7903.55463	4388.6944
7230	7903.51704	4388.633867
7235	7903.476686	4388.574133
7240	7903.43716	4388.5136
7245	7903.397634	4388.453333
7250	7903.358661	4388.393333
7255	7903.320241	4388.333067
7260	7903.280991	4388.271733
7265	7903.241464	4388.211733
7270	7903.201938	4388.151733
7275	7903.162134	4388.091467
7280	7903.125095	4388.030133
7285	7903.083909	4387.970667
7290	7903.045764	4387.910667
7295	7903.00596	4387.849333
7300	7902.967261	4387.7896
7305	7902.926904	4387.730933
7310	7902.887928	4387.670667
7315	7902.849782	4387.609333
7320	7902.8097	4387.549067
7325	7902.771001	4387.4888
7330	7902.732025	4387.428267
7335	7902.692495	4387.367733
7340	7902.653519	4387.307733
7345	7902.614266	4387.2472
7350	7902.574736	4387.1864
7355	7902.534929	4387.1264
7360	7902.496228	4387.065867
7365	7902.457527	4387.0048
7370	7902.418826	4386.944533
7375	7902.379295	4386.885333
7380	7902.339764	4386.825333
7385	7902.299956	4386.7648
7390	7902.260425	4386.704533
7395	7902.221446	4386.6456
7400	7902.183297	4386.585067
7405	7902.144594	4386.524
7410	7902.104785	4386.463467
7415	7902.063594	4386.4024
7420	7902.024615	4386.341867
7425	7901.987294	4386.282667
7430	7901.948866	4386.2216
7435	7901.90878	4386.162133
7440	7901.868694	4386.101867
7445	7901.82999	4386.0408
7450	7901.790733	4385.981333
7455	7901.752028	4385.921067
7460	7901.711941	4385.86
7465	7901.673512	4385.800267
7470	7901.633978	4385.739733
7475	7901.595273	4385.679733
7480	7901.556014	4385.619467
7485	7901.515373	4385.5592
7490	7901.476667	4385.497867
7495	7901.437685	4385.438667
7500	7901.400084	4385.378667
7505	7901.359442	4385.3184
7510	7901.320183	4385.2584
7515	7901.280646	4385.1984
7520	7901.241663	4385.137333
7525	7901.202403	4385.077067
7530	7901.163972	4385.017067
7535	7901.124711	4384.9568
7540	7901.08545	4384.896533
7545	7901.043701	4384.836
7550	7901.006652	4384.776
7555	7900.967943	4384.715733
7560	7900.929235	4384.654933
7565	7900.890249	4384.594667
7570	7900.849605	4384.534667
7575	7900.810343	4384.474133
7580	7900.77108	4384.4136
7585	7900.73403	4384.352533
7590	7900.693108	4384.292533
7595	7900.653292	4384.233333
7600	7900.614305	4384.172533
7605	7900.575595	4384.113333
7610	7900.536885	4384.054133
7615	7900.497068	4383.994933
7620	7900.457251	4383.9336
7625	7900.419093	4383.873067
7630	7900.380658	4383.811733
7635	7900.340287	4383.750667
7640	7900.300746	4383.690933
7645	7900.261758	4383.630133
7650	7900.223046	4383.570933
7655	7900.184057	4383.510667
7660	7900.145068	4383.450667
7665	7900.106079	4383.3896
7670	7900.065154	4383.329067
7675	7900.026164	4383.269067
7680	7899.987175	4383.209867
7685	7899.949014	4383.149067
7690	7899.910577	4383.089067
7695	7899.869651	4383.029067
7700	7899.830661	4382.9688
7705	7899.791946	4382.909333
7710	7899.753232	4382.848533
7715	7899.714241	4382.788
7720	7899.673037	4382.728
7725	7899.635429	4382.667467
7730	7899.596437	4382.6072
7735	7899.556892	4382.5472
7740	7899.518453	4382.486933
7745	7899.476972	4382.426667
7750	7899.439362	4382.366133
7755	7899.399817	4382.305333
7760	7899.36193	4382.245067
7765	7899.322937	4382.184267
7770	7899.283391	4382.125867
7775	7899.243567	4382.065067
7780	7899.204021	4382.004533
7785	7899.16558	4381.943733
7790	7899.126586	4381.882933
7795	7899.088698	4381.8232
7800	7899.048874	4381.7632
7805	7899.008773	4381.703467
7810	7898.970055	4381.642933
7815	7898.930507	4381.584
7820	7898.891235	4381.523733
7825	7898.852517	4381.463733
7830	7898.813244	4381.4032
7835	7898.774802	4381.342133
7840	7898.735253	4381.282667
7845	7898.696257	4381.222933
7850	7898.655878	4381.162133
7855	7898.617987	4381.101067
7860	7898.579267	4381.041067
7865	7898.539717	4380.981067
7870	7898.500167	4380.921333
7875	7898.459787	4380.8608
7880	7898.421342	4380.8
7885	7898.383175	4380.739733
7890	7898.345283	4380.679733
7895	7898.304072	4380.619733
7900	7898.264244	4380.5592
7905	7898.224969	4380.498933
7910	7898.18763	4380.438667
7915	7898.149461	4380.378667
7920	7898.108803	4380.319467
7925	7898.069803	4380.2592
7930	7898.030527	4380.1984
7935	7897.991528	4380.137067
7940	7897.951975	4380.078133
7945	7897.912975	4380.017867
7950	7897.874805	4379.957867
7955	7897.835804	4379.897867
7960	7897.796804	4379.836
7965	7897.755313	4379.776267
7970	7897.716866	4379.7168
7975	7897.677865	4379.656267
7980	7897.640523	4379.596533
7985	7897.600415	4379.536533
7990	7897.561137	4379.476533
7995	7897.521305	4379.416
8000	7897.483133	4379.355733
8005	7897.442471	4379.295467
8010	7897.404298	4379.236
8015	7897.365295	4379.176267
8020	7897.326846	4379.116267
8025	7897.288119	4379.055733
8030	7897.24718	4378.994133
8035	7897.208453	4378.9344
8040	7897.171109	4378.873333
8045	7897.130445	4378.8128
8050	7897.091441	4378.753067
8055	7897.053267	4378.6944
8060	7897.013709	4378.6328
8065	7896.975534	4378.572533
8070	7896.935147	4378.512533
8075	7896.894758	4378.452267
8080	7896.856306	4378.392533
8085	7896.818131	4378.332267
8090	7896.779955	4378.272
8095	7896.740396	4378.212533
8100	7896.700284	4378.152267
8105	7896.660724	4378.092267
8110	7896.622271	4378.0312
8115	7896.583541	4377.9712
8120	7896.545641	4377.911733
8125	7896.505804	4377.852533
8130	7896.46652	4377.792
8135	7896.426683	4377.730933
8140	7896.387399	4377.670133
8145	7896.349498	4377.609067
8150	7896.309383	4377.5496
8155	7896.270375	4377.489067
8160	7896.231644	4377.429867
8165	7896.191805	4377.370133
8170	7896.15418	4377.309067
8175	7896.114064	4377.248533
8180	7896.074502	4377.188267
8185	7896.036599	4377.128
8190	7895.99759	4377.067733
8195	7895.95858	4377.008
8200	7895.919017	4376.947467
8205	7895.879731	4376.887467
8210	7895.839614	4376.826933
8215	7895.801433	4376.7672
8220	7895.763529	4376.706667
8225	7895.723135	4376.646933
8230	7895.683294	4376.5864
8235	7895.644283	4376.526133
8240	7895.606102	4376.466133
8245	7895.56709	4376.406667
8250	7895.527248	4376.346133
8255	7895.489896	4376.286133
8260	7895.449224	4376.225067
8265	7895.411042	4376.164
8270	7895.371199	4376.104
8275	7895.331633	4376.044
8280	7895.292897	4375.9832
8285	7895.253884	4375.923733
8290	7895.215701	4375.863733
8295	7895.175304	4375.802667
8300	7895.13629	4375.7432
8305	7895.096999	4375.684
8310	7895.058539	4375.622933
8315	7895.019524	4375.562667
8320	7894.980233	4375.503733
8325	7894.941772	4375.4432
8330	7894.902757	4375.3832
8335	7894.862082	4375.322133
8340	7894.82362	4375.261867
8345	7894.784605	4375.2024
8350	7894.746419	4375.140533
8355	7894.707127	4375.08
8360	7894.66728	4375.020533
8365	7894.627434	4374.960267
8370	7894.589525	4374.9008
8375	7894.549955	4374.8416
8380	7894.510108	4374.781067
8385	7894.471921	4374.7208
8390	7894.432904	4374.659467
8395	7894.393333	4374.5984
8400	7894.354315	4374.538133
8405	7894.315851	4374.478933
8410	7894.276833	4374.418133
8415	7894.237261	4374.357867
8420	7894.197966	4374.2976
8425	7894.158118	4374.2384
8430	7894.119929	4374.1784
8435	7894.082294	4374.117333
8440	7894.041614	4374.057067
8445	7894.002595	4373.9984
8450	7893.963576	4373.937067
8455	7893.924279	4373.877333
8460	7893.885536	4373.8168
8465	7893.846793	4373.7568
8470	7893.806112	4373.696
8475	7893.768198	4373.636
8480	7893.729455	4373.5768
8485	7893.690157	4373.517067
8490	7893.650859	4373.456533
8495	7893.611838	4373.396
8500	7893.573093	4373.336
8505	7893.533518	4373.2744
8510	7893.495603	4373.2152
8515	7893.455751	4373.155467
8520	7893.417559	4373.093867
8525	7893.377153	4373.034933
8530	7893.338684	4372.974667
8535	7893.299661	4372.9152
8540	7893.259808	4372.854933
8545	7893.221338	4372.7944
8550	7893.182038	4372.733867
8555	7893.144122	4372.6736
8560	7893.103714	4372.613067
8565	7893.06469	4372.552533
8570	7893.025113	4372.4928
8575	7892.987749	4372.433067
8580	7892.949278	4372.372533
8585	7892.908869	4372.312267
8590	7892.869014	4372.252
8595	7892.831096	4372.191733
8600	7892.791794	4372.131467
8605	7892.753045	4372.072
8610	7892.712913	4372.011733
8615	7892.67444	4371.950667
8620	7892.635137	4371.890667
8625	7892.595834	4371.8312
8630	7892.557915	4371.7712
8635	7892.518612	4371.7104
8640	7892.478201	4371.650667
8645	7892.441388	4371.590933
8650	7892.401531	4371.530933
8655	7892.361396	4371.470133
8660	7892.322922	4371.409867
8665	7892.283617	4371.3496
8670	7892.246804	4371.2888
8675	7892.205284	4371.229333
8680	7892.167363	4371.169333
8685	7892.128611	4371.109067
8690	7892.088752	4371.0488
8695	7892.048616	4370.989067
8700	7892.009864	4370.928267
8705	7891.971111	4370.867733
8710	7891.933743	4370.806933
8715	7891.892775	4370.746933
8720	7891.854022	4370.686667
8725	7891.813331	4370.6272
8730	7891.776515	4370.567467
8735	7891.737762	4370.507733
8740	7891.698177	4370.446933
8745	7891.65887	4370.387467
8750	7891.620392	4370.3272
8755	7891.581361	4370.266933
8760	7891.542053	4370.206667
8765	7891.501914	4370.145867
8770	7891.463989	4370.085867
8775	7891.42468	4370.025867
8780	7891.385094	4369.965067
8785	7891.346339	4369.906133
8790	7891.307029	4369.845333
8795	7891.269381	4369.784533
8800	7891.229794	4369.724267
8805	7891.189377	4369.664533
8810	7891.150343	4369.605067
8815	7891.112417	4369.5448
8820	7891.073937	4369.483467
8825	7891.034903	4369.423733
8830	7890.994484	4369.3648
8835	7890.955727	4369.304267
8840	7890.917523	4369.243733
8845	7890.878488	4369.183733
8850	7890.8389	4369.122933
8855	7890.799311	4369.0632
8860	7890.760829	4369.002667
8865	7890.72207	4368.941867
8870	7890.68165	4368.882667
8875	7890.643722	4368.822667
8880	7890.604409	4368.762133
8885	7890.564819	4368.702133
8890	7890.52689	4368.6416
8895	7890.486192	4368.5808
8900	7890.449093	4368.520267
8905	7890.410333	4368.461333
8910	7890.369081	4368.401067
8915	7890.330597	4368.3408
8920	7890.29239	4368.279733
8925	7890.253629	4368.2208
8930	7890.214037	4368.1608
8935	7890.174445	4368.100267
8940	7890.135407	4368.0408
8945	7890.096645	4367.980267
8950	7890.058714	4367.92
8955	7890.019952	4367.859733
8960	7889.979528	4367.800533
8965	7889.940212	4367.74
8970	7889.902003	4367.680533
8975	7889.862963	4367.6192
8980	7889.82337	4367.558933
8985	7889.784052	4367.4984
8990	7889.745289	4367.437333
8995	7889.706248	4367.3776
9000	7889.668038	4367.317867
9005	7889.628444	4367.258133
9010	7889.588295	4367.1976
9015	7889.549531	4367.137333
9020	7889.510766	4367.077067
9025	7889.471724	4367.017333
9030	7889.432959	4366.956533
9035	7889.39364	4366.8976
9040	7889.354598	4366.837867
9045	7889.315832	4366.777333
9050	7889.276513	4366.716533
9055	7889.237193	4366.656533
9060	7889.198704	4366.5968
9065	7889.159384	4366.5368
9070	7889.121448	4366.477067
9075	7889.082958	4366.415467
9080	7889.041422	4366.3552
9085	7889.003763	4366.295467
9090	7888.96278	4366.234933
9095	7888.924843	4366.174667
9100	7888.886629	4366.113867
9105	7888.847584	4366.054133
9110	7888.808816	4365.9936
9115	7888.770048	4365.9336
9120	7888.729064	4365.8744
9125	7888.691403	4365.8144
9130	7888.652358	4365.7536
9135	7888.614419	4365.693067
9140	7888.574819	4365.633333
9145	7888.535496	4365.573067
9150	7888.496173	4365.513067
9155	7888.456849	4365.453067
9160	7888.417248	4365.392267
9165	7888.379586	4365.333067
9170	7888.340815	4365.273067
9175	7888.301214	4365.2128
9180	7888.261335	4365.1528
9185	7888.222288	4365.091467
9190	7888.184347	4365.031467
9195	7888.143914	4364.970667
9200	7888.106804	4364.910933
9205	7888.066648	4364.850667
9210	7888.027599	4364.790667
9215	7887.987719	4364.729867
9220	7887.949778	4364.6704
9225	7887.909898	4364.610133
9230	7887.871956	4364.549867
9235	7887.832906	4364.490933
9240	7887.794133	4364.429867
9245	7887.754529	4364.369867
9250	7887.716032	4364.309333
9255	7887.675597	4364.249067
9260	7887.635992	4364.189867
9265	7887.598326	4364.129333
9270	7887.560383	4364.069333
9275	7887.519669	4364.009067
9280	7887.481172	4363.948533
9285	7887.441843	4363.889333
9290	7887.402791	4363.8304
9295	7887.364293	4363.769067
9300	7887.325241	4363.708267
9305	7887.286188	4363.648533
9310	7887.247135	4363.588533
9315	7887.208636	4363.527733
9320	7887.16986	4363.467467
9325	7887.130807	4363.407467
9330	7887.090092	4363.347467
9335	7887.051869	4363.287733
9340	7887.013092	4363.227467
9345	7886.9757	4363.1664
9350	7886.935261	4363.106667
9355	7886.895929	4363.0464
9360	7886.856044	4362.9856
9365	7886.81782	4362.9248
9370	7886.778211	4362.865867
9375	7886.740263	4362.806667
9380	7886.701208	4362.7472
9385	7886.661321	4362.686667
9390	7886.621712	4362.6256
